pseudoword,syllable_length,quality_flag,naturalness_score,pre_review_priority,source_method,component_syllables,corpus_match_status,possible_meaning_warning,auto_screen_note,review_status,notes,keep_manual,reject_manual,manual_note,final_selected
dáng đao toán,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,dáng | đao | toán,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
dân dẹp rác,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,dân | dẹp | rác,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
dại tùng lượng,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,dại | tùng | lượng,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
dạn dám đùi,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,dạn | dám | đùi,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
gầm điển kẹo,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,gầm | điển | kẹo,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
gọng phiền thà,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,gọng | phiền | thà,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
hoạch đúc phóng,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,hoạch | đúc | phóng,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
huệ chẻ vất,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,huệ | chẻ | vất,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
hái nghêu mắn,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,hái | nghêu | mắn,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
hầu đắp ủng,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,hầu | đắp | ủng,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
hẹn thuật tặng,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,hẹn | thuật | tặng,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
hỗn bức sạn,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,hỗn | bức | sạn,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
kèo triển đuối,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,kèo | triển | đuối,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
kẹo trám chuối,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,kẹo | trám | chuối,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
lót quạt cán,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,lót | quạt | cán,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
lăn nghỉ giường,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,lăn | nghỉ | giường,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
lượt sắm thoại,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,lượt | sắm | thoại,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
lẩu gạt căng,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,lẩu | gạt | căng,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
lẫn kiểm ngần,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,lẫn | kiểm | ngần,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
lặng thượng nỗi,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,lặng | thượng | nỗi,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
lớp nghệ kêu,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,lớp | nghệ | kêu,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
lục húng tĩnh,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,lục | húng | tĩnh,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
mịn huyện giãn,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,mịn | huyện | giãn,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
nghiệm hến bỗng,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,nghiệm | hến | bỗng,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
ngơi lùng lực,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,ngơi | lùng | lực,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
ngưỡng ngực cơm,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,ngưỡng | ngực | cơm,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
nhắc kịp mạc,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,nhắc | kịp | mạc,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
nhịn xiên chờ,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,nhịn | xiên | chờ,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
nằm xoá vắt,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,nằm | xoá | vắt,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
phóng ngột dãi,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,phóng | ngột | dãi,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
ràng mặn thử,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,ràng | mặn | thử,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
rách nút thắm,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,rách | nút | thắm,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
rộn chuột dàng,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,rộn | chuột | dàng,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
rực bật phối,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,rực | bật | phối,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
siêu tổn cốm,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,siêu | tổn | cốm,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
sốt xóa đoan,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,sốt | xóa | đoan,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
thụ râu nêu,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,thụ | râu | nêu,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
trà nhựa lập,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,trà | nhựa | lập,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
trà trám lóc,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,trà | trám | lóc,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
trình huệ ngả,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,trình | huệ | ngả,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
trọn sóng vây,3,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,trọn | sóng | vây,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
bát lâm nhặt chẻ,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,bát | lâm | nhặt | chẻ,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
bọc lẫn cặp nàn,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,bọc | lẫn | cặp | nàn,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
chào thoảng sợi phía,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,chào | thoảng | sợi | phía,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
chát tĩnh chì thắm,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,chát | tĩnh | chì | thắm,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
chỉnh chuỗi thác lão,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,chỉnh | chuỗi | thác | lão,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
chụp tám nhậu tấm,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,chụp | tám | nhậu | tấm,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
cởi luận hút chiếm,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,cởi | luận | hút | chiếm,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
giặt dọc tận chuông,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,giặt | dọc | tận | chuông,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
giặt huế dằn đãi,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,giặt | huế | dằn | đãi,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
góp đăng vọng nhạy,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,góp | đăng | vọng | nhạy,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
gũi dây hôm đùa,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,gũi | dây | hôm | đùa,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
gượng nghiên thờ biểu,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,gượng | nghiên | thờ | biểu,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
gốm phóng đứt bậc,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,gốm | phóng | đứt | bậc,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
hòa họp cẩm ngợi,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,hòa | họp | cẩm | ngợi,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
hưởng tảo đậy mút,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,hưởng | tảo | đậy | mút,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
hến phê nhàm ngực,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,hến | phê | nhàm | ngực,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
kiếm đun răng nhạc,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,kiếm | đun | răng | nhạc,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
lót hiếu sặc mạng,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,lót | hiếu | sặc | mạng,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
lưng váy đám cỏi,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,lưng | váy | đám | cỏi,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
lưỡng cánh biên cỏi,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,lưỡng | cánh | biên | cỏi,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
muỗng giành hại dám,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,muỗng | giành | hại | dám,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
mèo hoạt gốm hứng,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,mèo | hoạt | gốm | hứng,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
móc cối cháu chợ,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,móc | cối | cháu | chợ,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
mặc chả kính cắn,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,mặc | chả | kính | cắn,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
nghỉ xiêm cốt đớn,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,nghỉ | xiêm | cốt | đớn,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
nguyễn già ngại nêm,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,nguyễn | già | ngại | nêm,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
ngươi đúc ngoại lệch,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,ngươi | đúc | ngoại | lệch,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
ngậy bày bạch tây,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,ngậy | bày | bạch | tây,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
ngọc vãn đuông tốn,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,ngọc | vãn | đuông | tốn,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
ngồi phút thiếu ngữ,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,ngồi | phút | thiếu | ngữ,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
nhựa phó thổ vòng,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,nhựa | phó | thổ | vòng,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
nỗi thoảng dáng húng,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,nỗi | thoảng | dáng | húng,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
phê đam đắn mùng,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,phê | đam | đắn | mùng,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
phía cổng đệm hoại,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,phía | cổng | đệm | hoại,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
phút sành độc ống,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,phút | sành | độc | ống,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
phổ biểu hùng dẹp,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,phổ | biểu | hùng | dẹp,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
ruột chữa hoạch tốn,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,ruột | chữa | hoạch | tốn,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
răm hiệu sạn chợt,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,răm | hiệu | sạn | chợt,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
sắm xốp dạng rưới,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,sắm | xốp | dạng | rưới,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
sắm đòi trợ trục,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,sắm | đòi | trợ | trục,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
tránh vấp chớ ruột,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,tránh | vấp | chớ | ruột,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
trút kiều chạm mút,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,trút | kiều | chạm | mút,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
tôn trưng trụ tắt,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,tôn | trưng | trụ | tắt,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
tải nén hờn đĩa,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,tải | nén | hờn | đĩa,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
tổng đuổi xài phục,4,high,100,preferred_review_candidate,v3_recombined_attested_vietnamese_syllables,tổng | đuổi | xài | phục,no exact match in corpus/candidate/final-real-word files,none_detected_by_heuristic,none,needs_manual_review,real Vietnamese syllables recombined into unattested sequence,,,,
