pseudoword,syllable_length,quality_flag,source_method,pronounceability_note,corpus_match_status,review_status,notes
ngẳn thứi,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
xạo gứt,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhợp lứ,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
lứch xẩnh,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhén giúch,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
đoch quợn,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ngậch rêp,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
vún sêm,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
đớc phựn,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
mụnh lónh,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quỏ rửc,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
rảp vịch,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
dộ trẳng,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
hửn bẩch,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhâp nhơt,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
lủm nhộp,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nghệnh tẹch,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
mụng chỉn,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
bặn xủch,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quớt gính,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
gổch bânh,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
đén nhặc,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhơch lỷt,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
xạm quẹn,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nôp nổn,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
trửng tến,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ệp bỵnh,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
gịch xút,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhửi giỏm,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
chỵch vởc,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nảo thựt,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quêc quị,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
lẩt phịc,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
thẻnh trơm,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhỷ phể,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nợc đỏnh,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
thốm gịn,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
bụnh ởc,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nếnh dẻch,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
dố ịp,2,low,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
rỷc chẳt,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
chủc sẻt,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhỷ tẳng,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhán đốch,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
trấng đếch,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
chụnh giơch,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ngấnh sạm,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
hệp nghỵnh,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ngặm dịc,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quổc dỷp,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
bứp cởp,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
sẳp đech,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
chủm quéo,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
trưc ngếnh,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
xẹ đểp,2,low,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
gẳm hảch,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ngạng chởng,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
lêng chểng,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
vấc dẩc,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quêm xảt,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
trứnh xút,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
sêc vỉt,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
hớng mứnh,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
trảt gảm,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
tréc dộm,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nôch thổp,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
phâng trêng,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
dạp cợch,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
híc gích,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
rểp sẹm,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
vứi nưng,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ện phớch,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
téo quếm,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
xớn dớc,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
phụi gông,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ngấn ngớnh,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
râp chậng,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
dổch sởch,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ưm phẹnh,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
sủch lệp,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quẩnh sỵn,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhỏc nhệnh,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quử tẻc,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ăp ổm,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ngổp sởc,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
mởm quấm,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
dộch kéch,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quậm rẹ,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nẻn ngắng,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
phýt phạn,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ển hánh,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nhệc chât,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
nỷt víc,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
bặp lônh,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ngặm rỏn,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
giựch xẹ,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
rêng míc,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
ngúnh xénh,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
gốt nhẻ,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
cợm đự,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quực phýp,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
gô thỉch,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
thẹo săng,2,medium,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
vẩch nọc,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
chỏn kẹch,2,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
rổc néch thấng,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
bọch giých nhơt,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
mệm xơc giợc,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
giựm phợn mỵ,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
dýt chónh phựm,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
quệm dếm nọm,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
dọm gơng mâc,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
đủm phă mợt,3,high,v2_curated_vietnamese_onset_rime_recombination,Vietnamese-marked onset-rime syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, candidate-pool, or final real-word files",needs_manual_review,candidate pool only; not final pseudoword stimulus item
