trial_id,stimulus,condition,is_word,correct_response,source_realword,frequency,log_frequency,syllable_length,modification_type,modified_syllable_position,original_syllable,modified_syllable
LDT_268,cửa hàng thực phẩm,word,1,word,cửa hàng thực phẩm,3,1.098612289,4,NA,NA,NA,NA
LDT_269,diễn đàn quốc tế,word,1,word,diễn đàn quốc tế,4,1.386294361,4,NA,NA,NA,NA
LDT_270,giám đốc công ty,word,1,word,giám đốc công ty,5,1.609437912,4,NA,NA,NA,NA
LDT_271,hoạt động xã hội,word,1,word,hoạt động xã hội,5,1.609437912,4,NA,NA,NA,NA
LDT_272,hạnh phúc gia đình,word,1,word,hạnh phúc gia đình,44,3.784189633918261,4,NA,NA,NA,NA
LDT_273,mái ấm gia đình,word,1,word,mái ấm gia đình,16,2.772588722239781,4,NA,NA,NA,NA
LDT_274,máy pha cà phê,word,1,word,máy pha cà phê,6,1.791759469,4,NA,NA,NA,NA
LDT_275,máy xay sinh tố,word,1,word,máy xay sinh tố,5,1.609437912,4,NA,NA,NA,NA
LDT_276,máy đo huyết áp,word,1,word,máy đo huyết áp,3,1.098612289,4,NA,NA,NA,NA
LDT_277,môi trường bên ngoài,word,1,word,môi trường bên ngoài,3,1.098612289,4,NA,NA,NA,NA
LDT_278,mẹ chồng nàng dâu,word,1,word,mẹ chồng nàng dâu,7,1.9459101490553128,4,NA,NA,NA,NA
LDT_279,nghiên cứu khoa học,word,1,word,nghiên cứu khoa học,3,1.098612289,4,NA,NA,NA,NA
LDT_280,nước mắm nguyên chất,word,1,word,nước mắm nguyên chất,6,1.791759469,4,NA,NA,NA,NA
LDT_281,nước uống thể thao,word,1,word,nước uống thể thao,4,1.386294361,4,NA,NA,NA,NA
LDT_282,quan hệ vợ chồng,word,1,word,quan hệ vợ chồng,18,2.8903717578961645,4,NA,NA,NA,NA
LDT_283,quan hệ xã hội,word,1,word,quan hệ xã hội,4,1.386294361,4,NA,NA,NA,NA
LDT_284,tai nạn lao động,word,1,word,tai nạn lao động,3,1.098612289,4,NA,NA,NA,NA
LDT_285,thị trường nội địa,word,1,word,thị trường nội địa,5,1.609437912,4,NA,NA,NA,NA
LDT_286,thủ công mỹ nghệ,word,1,word,thủ công mỹ nghệ,4,1.386294361,4,NA,NA,NA,NA
LDT_287,thực phẩm chế biến,word,1,word,thực phẩm chế biến,7,1.9459101490553128,4,NA,NA,NA,NA
LDT_288,trình độ học vấn,word,1,word,trình độ học vấn,12,2.4849066497880004,4,NA,NA,NA,NA
LDT_289,tình yêu đích thực,word,1,word,tình yêu đích thực,23,3.1354942159291497,4,NA,NA,NA,NA
LDT_290,văn hóa ẩm thực,word,1,word,văn hóa ẩm thực,3,1.098612289,4,NA,NA,NA,NA
LDT_291,điều kiện kinh tế,word,1,word,điều kiện kinh tế,5,1.609437912,4,NA,NA,NA,NA
LDT_292,điện thoại di động,word,1,word,điện thoại di động,14,2.6390573296152584,4,NA,NA,NA,NA
LDT_293,đánh mất lòng tin,word,1,word,đánh mất lòng tin,3,1.098612289,4,NA,NA,NA,NA
LDT_294,định kiến xã hội,word,1,word,định kiến xã hội,3,1.098612289,4,NA,NA,NA,NA
